UUID,site_id,comid,lng,lat,model_cfs,model_percentile,model_category,model_trend,model_pct_normal,usgs_cfs
8084200,08084200,,-99.6056944,32.795,4.132938004150796,23.3,D0,falling,19.1,0.0
8084200,08084200,,-99.6056944,32.795,4.132938004150796,23.3,D0,falling,19.1,0.19
8104055,08104055,,-97.5262778,31.018,21.307251279636446,36.7,None,falling,44.2,1.97
8104055,08104055,,-97.5262778,31.018,21.307251279636446,36.7,None,falling,44.2,1.89
8104055,08104055,,-97.5262778,31.018,21.307251279636446,36.7,None,falling,44.2,1.93
8104100,08104100,,-97.4925088,31.0018485,21.61014854168737,36.7,None,falling,44.9,566.0
8104100,08104100,,-97.4925088,31.0018485,21.61014854168737,36.7,None,falling,44.9,550.0
8104100,08104100,,-97.4925088,31.0018485,21.61014854168737,36.7,None,falling,44.9,558.0
8104300,08104300,,-97.534075,30.9443472,19.512815358591055,63.3,None,falling,197.6,34.0
8104300,08104300,,-97.534075,30.9443472,19.512815358591055,63.3,None,falling,197.6,29.8
8104300,08104300,,-97.534075,30.9443472,19.512815358591055,63.3,None,falling,197.6,32.5
8103900,08103900,,-98.0369676,30.91156805,0.02223056464169063,36.7,None,steady,15.6,0.0
8103900,08103900,,-98.0369676,30.91156805,0.02223056464169063,36.7,None,steady,15.6,0.0
8103900,08103900,,-98.0369676,30.91156805,0.02223056464169063,36.7,None,steady,15.6,0.0
8104700,08104700,,-97.7113993,30.6618592,8.167807136213272,36.7,None,falling,47.3,0.52
8104700,08104700,,-97.7113993,30.6618592,8.167807136213272,36.7,None,falling,47.3,0.48
8104700,08104700,,-97.7113993,30.6618592,8.167807136213272,36.7,None,falling,47.3,0.5
8083240,08083240,,-99.8145556,32.5985,3.0804907346963573,23.3,D0,falling,22.9,0.17
8083240,08083240,,-99.8145556,32.5985,3.0804907346963573,23.3,D0,falling,22.9,0.11
8083240,08083240,,-99.8145556,32.5985,3.0804907346963573,23.3,D0,falling,22.9,0.14
8105886,08105886,,-97.7878889,30.46555556,0.1943562478272864,40.0,None,falling,57.1,0.43
8105886,08105886,,-97.7878889,30.46555556,0.1943562478272864,40.0,None,falling,57.1,0.32
8105886,08105886,,-97.7878889,30.46555556,0.1943562478272864,40.0,None,falling,57.1,0.4
8105883,08105883,,-97.6864361,30.51290556,4.996309668048967,26.7,D0,falling,42.1,24.2
8105883,08105883,,-97.6864361,30.51290556,4.996309668048967,26.7,D0,falling,42.1,18.4
8105883,08105883,,-97.6864361,30.51290556,4.996309668048967,26.7,D0,falling,42.1,22.0
8105888,08105888,,-97.6366722,30.51239444,8.305070858150023,23.3,D0,falling,43.1,21.2
8105888,08105888,,-97.6366722,30.51239444,8.305070858150023,23.3,D0,falling,43.1,16.5
8105888,08105888,,-97.6366722,30.51239444,8.305070858150023,23.3,D0,falling,43.1,18.0
8104500,08104500,,-97.346113,30.9665723,156.71361835839596,46.7,None,falling,56.0,2170.0
8104500,08104500,,-97.346113,30.9665723,156.71361835839596,46.7,None,falling,56.0,2130.0
8104500,08104500,,-97.346113,30.9665723,156.71361835839596,46.7,None,falling,56.0,2150.0
8079510,08079510,,-101.7881389,33.55477778,0.7206251678530113,46.7,None,falling,62.9,15.3
8107950,08107950,,-97.1100833,31.01306944,0.0,70.0,W0,steady,,0.0
8107950,08107950,,-97.1100833,31.01306944,0.0,70.0,W0,steady,,0.0
8107950,08107950,,-97.1100833,31.01306944,0.0,70.0,W0,steady,,0.0
8117500,08117500,,-95.8938421,29.31357967,212.00457247188274,80.0,W1,falling,292.8,1190.0
8117500,08117500,,-95.8938421,29.31357967,212.00457247188274,80.0,W1,falling,292.8,905.0
8117500,08117500,,-95.8938421,29.31357967,212.00457247188274,80.0,W1,falling,292.8,1040.0
8110100,08110100,,-96.5402466,30.41965196,7.002661180214411,43.3,None,falling,68.4,0.3
8110100,08110100,,-96.5402466,30.41965196,7.002661180214411,43.3,None,falling,68.4,0.11
8110100,08110100,,-96.5402466,30.41965196,7.002661180214411,43.3,None,falling,68.4,0.18
8110000,08110000,,-96.5074683,30.3218773,34.30747877666159,53.3,None,falling,108.9,106.0
8110000,08110000,,-96.5074683,30.3218773,34.30747877666159,53.3,None,falling,108.9,100.0
8110000,08110000,,-96.5074683,30.3218773,34.30747877666159,53.3,None,falling,108.9,103.0
8110800,08110800,,-96.2416274,30.9737987,88.62432662490494,73.3,W0,falling,140.2,71.4
8110800,08110800,,-96.2416274,30.9737987,88.62432662490494,73.3,W0,falling,140.2,68.3
8110800,08110800,,-96.2416274,30.9737987,88.62432662490494,73.3,W0,falling,140.2,69.7
8117705,08117705,,-95.6766667,29.11194444,565.9251197071028,90.0,W2,falling,300.0,1390.0
8105872,08105872,,-97.7499917,30.52518056,2.866921269386172,33.3,None,falling,50.8,19.0
8105872,08105872,,-97.7499917,30.52518056,2.866921269386172,33.3,None,falling,50.8,13.2
8105872,08105872,,-97.7499917,30.52518056,2.866921269386172,33.3,None,falling,50.8,16.9
8121000,08121000,,-100.8787246,32.39261865,2.9620148998980103,16.7,D1,falling,20.5,0.02
8121000,08121000,,-100.8787246,32.39261865,2.9620148998980103,16.7,D1,falling,20.5,0.02
8121000,08121000,,-100.8787246,32.39261865,2.9620148998980103,16.7,D1,falling,20.5,0.02
8117855,08117855,,-95.8635194,29.0417222,1.093006896811236,86.7,W1,falling,300.0,484.0
8123800,08123800,,-101.0140029,32.1992913,232.7232600526372,40.0,None,rising,80.0,0.0
8123800,08123800,,-101.0140029,32.1992913,232.7232600526372,40.0,None,rising,80.0,0.0
8123800,08123800,,-101.0140029,32.1992913,232.7232600526372,40.0,None,rising,80.0,0.0
8115000,08115000,,-95.8030067,29.47190769,22.184499882047188,83.3,W1,falling,300.0,24.7
8115000,08115000,,-95.8030067,29.47190769,22.184499882047188,83.3,W1,falling,300.0,15.3
8115000,08115000,,-95.8030067,29.47190769,22.184499882047188,83.3,W1,falling,300.0,19.0
8111700,08111700,,-96.2052402,29.88106145,42.56402748698145,80.0,W1,falling,256.8,69.5
8111700,08111700,,-96.2052402,29.88106145,42.56402748698145,80.0,W1,falling,256.8,51.1
8111700,08111700,,-96.2052402,29.88106145,42.56402748698145,80.0,W1,falling,256.8,60.1
8106500,08106500,,-96.9466512,30.83519047,305.7440763754325,50.0,None,falling,78.7,2060.0
8106500,08106500,,-96.9466512,30.83519047,305.7440763754325,50.0,None,falling,78.7,2010.0
8106500,08106500,,-96.9466512,30.83519047,305.7440763754325,50.0,None,falling,78.7,2030.0
8120500,08120500,,-100.9078941,32.57372368,0.01254642186800248,6.7,D2,falling,8.1,0.0
8120500,08120500,,-100.9078941,32.57372368,0.01254642186800248,6.7,D2,falling,8.1,0.0
8120500,08120500,,-100.9078941,32.57372368,0.01254642186800248,6.7,D2,falling,8.1,0.0
8109700,08109700,,-96.9047037,30.33937764,6.786879005611241,36.7,None,falling,62.9,2.7
8109700,08109700,,-96.9047037,30.33937764,6.786879005611241,36.7,None,falling,62.9,1.81
8109700,08109700,,-96.9047037,30.33937764,6.786879005611241,36.7,None,falling,62.9,2.42
8145000,08145000,,-99.3350553,31.13822366,0.0,6.7,D2,falling,0.0,0.0
8145000,08145000,,-99.3350553,31.13822366,0.0,6.7,D2,falling,0.0,0.0
8145000,08145000,,-99.3350553,31.13822366,0.0,6.7,D2,falling,0.0,0.0
8128000,08128000,,-100.5020388,31.18711186,0.0,26.7,D0,falling,0.0,7.43
8128000,08128000,,-100.5020388,31.18711186,0.0,26.7,D0,falling,0.0,5.84
8128000,08128000,,-100.5020388,31.18711186,0.0,26.7,D0,falling,0.0,6.46
8117995,08117995,,-101.2854044,32.6287208,0.7979837894908955,30.0,D0,falling,48.6,0.0
8117995,08117995,,-101.2854044,32.6287208,0.7979837894908955,30.0,D0,falling,48.6,0.0
8117995,08117995,,-101.2854044,32.6287208,0.7979837894908955,30.0,D0,falling,48.6,0.0
8128030,08128030,,-100.5042194,31.2727611,0.0,23.3,D0,falling,0.0,2.97
8128030,08128030,,-100.5042194,31.2727611,0.0,23.3,D0,falling,0.0,1.43
8128030,08128030,,-100.5042194,31.2727611,0.0,23.3,D0,falling,0.0,1.81
8130700,08130700,,-100.600931,31.3309973,0.0,13.3,D1,falling,0.0,0.0
8130700,08130700,,-100.600931,31.3309973,0.0,13.3,D1,falling,0.0,0.0
8130700,08130700,,-100.600931,31.3309973,0.0,13.3,D1,falling,0.0,0.0
8155200,08155200,,-97.925565,30.29631587,0.66289175172607,43.3,None,falling,53.6,0.49
8155200,08155200,,-97.925565,30.29631587,0.66289175172607,43.3,None,falling,53.6,0.35
8155200,08155200,,-97.925565,30.29631587,0.66289175172607,43.3,None,falling,53.6,0.43
8132450,08132450,,-100.4343333,31.43577778,0.1325953341848118,10.0,D2,falling,42.4,0.0
8132450,08132450,,-100.4343333,31.43577778,0.1325953341848118,10.0,D2,falling,42.4,0.0
8132450,08132450,,-100.4343333,31.43577778,0.1325953341848118,10.0,D2,falling,42.4,0.0
8133250,08133250,,-101.105113,31.8973574,0.0,66.7,None,steady,,0.0
8133250,08133250,,-101.105113,31.8973574,0.0,66.7,None,steady,,0.0
8133250,08133250,,-101.105113,31.8973574,0.0,66.7,None,steady,,0.0
8134250,08134250,,-100.5550977,31.54265769,0.0,30.0,D0,falling,0.0,0.0
8134250,08134250,,-100.5550977,31.54265769,0.0,30.0,D0,falling,0.0,0.0
8134250,08134250,,-100.5550977,31.54265769,0.0,30.0,D0,falling,0.0,0.0
8148500,08148500,,-99.806179,30.5174101,0.3235235356230261,40.0,None,falling,53.1,14.0
8148500,08148500,,-99.806179,30.5174101,0.3235235356230261,40.0,None,falling,53.1,7.77
8148500,08148500,,-99.806179,30.5174101,0.3235235356230261,40.0,None,falling,53.1,11.5
8124000,08124000,,-100.4806543,31.88542168,306.169881267088,16.7,D1,falling,66.2,0.0
8124000,08124000,,-100.4806543,31.88542168,306.169881267088,16.7,D1,falling,66.2,0.0
8124000,08124000,,-100.4806543,31.88542168,306.169881267088,16.7,D1,falling,66.2,0.0
8116400,08116400,,-95.7468942,29.51190593,1.9653281141709267,80.0,W1,falling,220.9,13.9
8116400,08116400,,-95.7468942,29.51190593,1.9653281141709267,80.0,W1,falling,220.9,12.2
8116400,08116400,,-95.7468942,29.51190593,1.9653281141709267,80.0,W1,falling,220.9,12.9
8142000,08142000,,-99.4246944,31.84666667,0.27466544511022134,60.0,None,falling,143.7,0.0
8142000,08142000,,-99.4246944,31.84666667,0.27466544511022134,60.0,None,falling,143.7,0.0
8142000,08142000,,-99.4246944,31.84666667,0.27466544511022134,60.0,None,falling,143.7,0.0
8152000,08152000,,-98.4722511,30.557689,6.167883294726041,43.3,None,falling,60.2,0.44
8152000,08152000,,-98.4722511,30.557689,6.167883294726041,43.3,None,falling,60.2,0.36
8152000,08152000,,-98.4722511,30.557689,6.167883294726041,43.3,None,falling,60.2,0.4
8136500,08136500,,-99.9195226,31.5159908,32.517872320795966,23.3,D0,falling,29.4,0.03
8136500,08136500,,-99.9195226,31.5159908,32.517872320795966,23.3,D0,falling,29.4,0.02
8136500,08136500,,-99.9195226,31.5159908,32.517872320795966,23.3,D0,falling,29.4,0.02
8136000,08136000,,-100.4106474,31.454606,10.539557629815514,20.0,D1,falling,19.2,9.6
8136000,08136000,,-100.4106474,31.454606,10.539557629815514,20.0,D1,falling,19.2,7.5
8136000,08136000,,-100.4106474,31.454606,10.539557629815514,20.0,D1,falling,19.2,8.6
8131400,08131400,,-100.4459254,31.30905356,0.0,70.0,W0,steady,,0.0
8131400,08131400,,-100.4459254,31.30905356,0.0,70.0,W0,steady,,0.0
8131400,08131400,,-100.4459254,31.30905356,0.0,70.0,W0,steady,,0.0
8123850,08123850,,-100.762052,32.05374399,280.885561257539,16.7,D1,steady,61.5,0.0
8123850,08123850,,-100.762052,32.05374399,280.885561257539,16.7,D1,steady,61.5,0.0
8123850,08123850,,-100.762052,32.05374399,280.885561257539,16.7,D1,steady,61.5,0.0
8134000,08134000,,-100.6370449,31.5926549,0.0,46.7,None,steady,0.0,0.0
8134000,08134000,,-100.6370449,31.5926549,0.0,46.7,None,steady,0.0,0.0
8134000,08134000,,-100.6370449,31.5926549,0.0,46.7,None,steady,0.0,0.0
8136700,08136700,,-99.5739532,31.49376898,643.1583092062197,23.3,D0,steady,77.8,0.06
8136700,08136700,,-99.5739532,31.49376898,643.1583092062197,23.3,D0,steady,77.8,0.05
8136700,08136700,,-99.5739532,31.49376898,643.1583092062197,23.3,D0,steady,77.8,0.05
8155240,08155240,,-97.8447296,30.2740957,5.744875326314387,46.7,None,falling,65.5,1.48
8155240,08155240,,-97.8447296,30.2740957,5.744875326314387,46.7,None,falling,65.5,0.74
8155240,08155240,,-97.8447296,30.2740957,5.744875326314387,46.7,None,falling,65.5,1.01
8151500,08151500,,-98.6697599,30.7512899,89.15721316762985,53.3,None,falling,122.3,30.9
8151500,08151500,,-98.6697599,30.7512899,89.15721316762985,53.3,None,falling,122.3,26.6
8151500,08151500,,-98.6697599,30.7512899,89.15721316762985,53.3,None,falling,122.3,29.1
8155500,08155500,,-97.7713947,30.26354169,5.517229396032551,43.3,None,steady,54.9,34.5
8154700,08154700,,-97.7847301,30.37214825,1.742742429352319,33.3,None,falling,53.6,1.55
8154700,08154700,,-97.7847301,30.37214825,1.742742429352319,33.3,None,falling,53.6,1.43
8154700,08154700,,-97.7847301,30.37214825,1.742742429352319,33.3,None,falling,53.6,1.49
8127000,08127000,,-99.9478636,31.74931697,0.15692759544569265,23.3,D0,falling,16.3,0.0
8127000,08127000,,-99.9478636,31.74931697,0.15692759544569265,23.3,D0,falling,16.3,0.0
8127000,08127000,,-99.9478636,31.74931697,0.15692759544569265,23.3,D0,falling,16.3,0.0
8155400,08155400,,-97.772228,30.26354168,5.517229396032551,43.3,None,steady,54.9,0.07
8155400,08155400,,-97.772228,30.26354168,5.517229396032551,43.3,None,steady,54.9,0.07
8155400,08155400,,-97.772228,30.26354168,5.517229396032551,43.3,None,steady,54.9,0.07
8126380,08126380,,-100.0264755,31.71542973,372.59166040231,23.3,D0,falling,83.0,0.56
8126380,08126380,,-100.0264755,31.71542973,372.59166040231,23.3,D0,falling,83.0,0.4
8126380,08126380,,-100.0264755,31.71542973,372.59166040231,23.3,D0,falling,83.0,0.48
8128400,08128400,,-100.7112125,31.42738264,0.0,93.3,W2,steady,,0.0
8128400,08128400,,-100.7112125,31.42738264,0.0,93.3,W2,steady,,0.0
8128400,08128400,,-100.7112125,31.42738264,0.0,93.3,W2,steady,,0.0
8164450,08164450,,-96.5463608,29.1602539,26.00747649533395,70.0,W0,falling,127.0,198.0
8164450,08164450,,-96.5463608,29.1602539,26.00747649533395,70.0,W0,falling,127.0,139.0
8164450,08164450,,-96.5463608,29.1602539,26.00747649533395,70.0,W0,falling,127.0,165.0
8164000,08164000,,-96.6863668,28.95998449,63.43112969181781,53.3,None,rising,107.8,7.79
8164000,08164000,,-96.6863668,28.95998449,63.43112969181781,53.3,None,rising,107.8,5.42
8164000,08164000,,-96.6863668,28.95998449,63.43112969181781,53.3,None,rising,107.8,6.86
8164600,08164600,,-96.8191486,28.8913759,1.1646686418727388,46.7,None,falling,80.8,8.25
8164600,08164600,,-96.8191486,28.8913759,1.1646686418727388,46.7,None,falling,80.8,4.85
8164600,08164600,,-96.8191486,28.8913759,1.1646686418727388,46.7,None,falling,80.8,6.72
8160800,08160800,,-96.5321933,29.79911967,1.9914229839777795,56.7,None,falling,131.5,0.64
8160800,08160800,,-96.5321933,29.79911967,1.9914229839777795,56.7,None,falling,131.5,0.55
8160800,08160800,,-96.5321933,29.79911967,1.9914229839777795,56.7,None,falling,131.5,0.6
8158600,08158600,,-97.655003,30.2832642,3.3672073843167056,30.0,D0,falling,47.4,2.92
8158600,08158600,,-97.655003,30.2832642,3.3672073843167056,30.0,D0,falling,47.4,2.15
8158600,08158600,,-97.655003,30.2832642,3.3672073843167056,30.0,D0,falling,47.4,2.59
8158840,08158840,,-97.9033409,30.2090972,0.7880363652167114,50.0,None,falling,96.5,0.0
8158840,08158840,,-97.9033409,30.2090972,0.7880363652167114,50.0,None,falling,96.5,0.0
8158840,08158840,,-97.9033409,30.2090972,0.7880363652167114,50.0,None,falling,96.5,0.0
8158922,08158922,,-97.8413955,30.22631976,0.8566726606825812,43.3,None,steady,65.0,0.0
8163500,08163500,,-96.9449819,29.4432973,0.7563540148739104,30.0,D0,rising,28.5,0.27
8163500,08163500,,-96.9449819,29.4432973,0.7563540148739104,30.0,D0,rising,28.5,0.17
8163500,08163500,,-96.9449819,29.4432973,0.7563540148739104,30.0,D0,rising,28.5,0.21
8158927,08158927,,-97.8288611,30.2124722,0.7191673954617009,43.3,None,steady,69.1,0.0
8158927,08158927,,-97.8288611,30.2124722,0.7191673954617009,43.3,None,steady,69.1,0.0
8158927,08158927,,-97.8288611,30.2124722,0.7191673954617009,43.3,None,steady,69.1,0.0
8159110,08159110,,-97.6020611,30.38349444,0.2132404340046039,40.0,None,falling,57.5,0.71
8159110,08159110,,-97.6020611,30.38349444,0.2132404340046039,40.0,None,falling,57.5,0.47
8159110,08159110,,-97.6020611,30.38349444,0.2132404340046039,40.0,None,falling,57.5,0.56
8159250,08159250,,-97.6593222,30.09453056,0.39444474318394485,60.0,None,steady,256.7,1.69
8159250,08159250,,-97.6593222,30.09453056,0.39444474318394485,60.0,None,steady,256.7,0.79
8159250,08159250,,-97.6593222,30.09453056,0.39444474318394485,60.0,None,steady,256.7,1.27
8164800,08164800,,-96.7688702,28.72527137,1.4491084592236418,50.0,None,falling,87.2,3.5
8164800,08164800,,-96.7688702,28.72527137,1.4491084592236418,50.0,None,falling,87.2,1.54
8164800,08164800,,-96.7688702,28.72527137,1.4491084592236418,50.0,None,falling,87.2,2.28
8164390,08164390,,-96.6741434,29.06553568,25.769173877336414,36.7,None,falling,57.9,3.51
8164390,08164390,,-96.6741434,29.06553568,25.769173877336414,36.7,None,falling,57.9,1.2
8164390,08164390,,-96.6741434,29.06553568,25.769173877336414,36.7,None,falling,57.9,2.51
8158860,08158860,,-97.8322279,30.1621554,1.8364387466058059,50.0,None,falling,79.7,0.0
8158860,08158860,,-97.8322279,30.1621554,1.8364387466058059,50.0,None,falling,79.7,0.0
8158860,08158860,,-97.8322279,30.1621554,1.8364387466058059,50.0,None,falling,79.7,0.0
8158380,08158380,,-97.6980609,30.35437215,0.4742993309590568,33.3,None,falling,50.2,0.23
8158380,08158380,,-97.6980609,30.35437215,0.4742993309590568,33.3,None,falling,50.2,0.14
8158380,08158380,,-97.6980609,30.35437215,0.4742993309590568,33.3,None,falling,50.2,0.19
8158200,08158200,,-97.6605601,30.375205,3.8323430934229115,40.0,None,falling,63.5,0.0
8158200,08158200,,-97.6605601,30.375205,3.8323430934229115,40.0,None,falling,63.5,0.0
8158200,08158200,,-97.6605601,30.375205,3.8323430934229115,40.0,None,falling,63.5,0.0
8156800,08156800,,-97.7502834,30.27659704,1.4023255954889224,26.7,D0,falling,53.1,0.0
8156800,08156800,,-97.7502834,30.27659704,1.4023255954889224,26.7,D0,falling,53.1,0.0
8156800,08156800,,-97.7502834,30.27659704,1.4023255954889224,26.7,D0,falling,53.1,0.0
8158810,08158810,,-97.9400076,30.15548749,3.4999810397775324,66.7,None,falling,235.7,3.37
8158810,08158810,,-97.9400076,30.15548749,3.4999810397775324,66.7,None,falling,235.7,2.14
8158810,08158810,,-97.9400076,30.15548749,3.4999810397775324,66.7,None,falling,235.7,2.8
8158813,08158813,,-97.9070194,30.1636611,3.6633444776329545,56.7,None,steady,172.0,2.54
8158813,08158813,,-97.9070194,30.1636611,3.6633444776329545,56.7,None,steady,172.0,1.97
8158813,08158813,,-97.9070194,30.1636611,3.6633444776329545,56.7,None,steady,172.0,2.25
8158030,08158030,,-97.7086111,30.2861111,0.09823210049616024,23.3,D0,steady,30.7,0.0
8158030,08158030,,-97.7086111,30.2861111,0.09823210049616024,23.3,D0,steady,30.7,0.0
8158030,08158030,,-97.7086111,30.2861111,0.09823210049616024,23.3,D0,steady,30.7,0.0
817887350,0817887350,,-99.2485944,29.79389167,3.925267422244541,3.3,D3,steady,8.7,2.89
817887350,0817887350,,-99.2485944,29.79389167,3.925267422244541,3.3,D3,steady,8.7,2.36
817887350,0817887350,,-99.2485944,29.79389167,3.925267422244541,3.3,D3,steady,8.7,2.58
8177300,08177300,,-97.3172142,28.7516564,0.22947552617439476,60.0,None,falling,149.8,0.0
8177300,08177300,,-97.3172142,28.7516564,0.22947552617439476,60.0,None,falling,149.8,0.0
8177300,08177300,,-97.3172142,28.7516564,0.22947552617439476,60.0,None,falling,149.8,0.0
8174550,08174550,,-97.2308167,29.68580278,0.75313326967816,26.7,D0,falling,19.1,0.0
8174550,08174550,,-97.2308167,29.68580278,0.75313326967816,26.7,D0,falling,19.1,0.0
8174550,08174550,,-97.2308167,29.68580278,0.75313326967816,26.7,D0,falling,19.1,0.0
8178800,08178800,,-98.4127925,29.35718017,19.939869175280656,43.3,None,falling,77.8,7.95
8178800,08178800,,-98.4127925,29.35718017,19.939869175280656,43.3,None,falling,77.8,5.6
8178800,08178800,,-98.4127925,29.35718017,19.939869175280656,43.3,None,falling,77.8,6.53
8177700,08177700,,-98.5102958,29.4991192,3.0518743059180093,46.7,None,falling,86.3,0.44
8177700,08177700,,-98.5102958,29.4991192,3.0518743059180093,46.7,None,falling,86.3,0.44
8177700,08177700,,-98.5102958,29.4991192,3.0518743059180093,46.7,None,falling,86.3,0.44
8178700,08178700,,-98.4311271,29.5160633,13.101247584417191,40.0,None,falling,58.4,0.0
8178700,08178700,,-98.4311271,29.5160633,13.101247584417191,40.0,None,falling,58.4,0.0
8178700,08178700,,-98.4311271,29.5160633,13.101247584417191,40.0,None,falling,58.4,0.0
8176500,08176500,,-97.0130429,28.7930456,357.3447646183135,43.3,None,falling,65.1,338.0
8176500,08176500,,-97.0130429,28.7930456,357.3447646183135,43.3,None,falling,65.1,273.0
8176500,08176500,,-97.0130429,28.7930456,357.3447646183135,43.3,None,falling,65.1,306.0
8174200,08174200,,-97.3207444,29.62491389,0.803087643700438,16.7,D1,falling,16.2,0.0
8174200,08174200,,-97.3207444,29.62491389,0.803087643700438,16.7,D1,falling,16.2,0.0
8174200,08174200,,-97.3207444,29.62491389,0.803087643700438,16.7,D1,falling,16.2,0.0
8175000,08175000,,-97.4494353,29.2152475,17.24068799299351,63.3,None,rising,246.4,6.69
8175000,08175000,,-97.4494353,29.2152475,17.24068799299351,63.3,None,rising,246.4,2.92
8175000,08175000,,-97.4494353,29.2152475,17.24068799299351,63.3,None,rising,246.4,4.58
8173900,08173900,,-97.4502702,29.48440414,72.39627586683176,40.0,None,falling,48.5,498.0
8173900,08173900,,-97.4502702,29.48440414,72.39627586683176,40.0,None,falling,48.5,138.0
8173900,08173900,,-97.4502702,29.48440414,72.39627586683176,40.0,None,falling,48.5,309.0
8178050,08178050,,-98.4947392,29.39301189,4.205120776779258,43.3,None,falling,73.2,17.8
8178050,08178050,,-98.4947392,29.39301189,4.205120776779258,43.3,None,falling,73.2,16.0
8178050,08178050,,-98.4947392,29.39301189,4.205120776779258,43.3,None,falling,73.2,16.9
8166140,08166140,,-99.1953203,30.06965378,19.246532680445195,0.0,D4,falling,31.0,21.1
8166140,08166140,,-99.1953203,30.06965378,19.246532680445195,0.0,D4,falling,31.0,11.8
8166140,08166140,,-99.1953203,30.06965378,19.246532680445195,0.0,D4,falling,31.0,16.5
8169845,08169845,,-97.5875056,29.4876,4.418113910685557,30.0,D0,falling,6.3,192.0
8169845,08169845,,-97.5875056,29.4876,4.418113910685557,30.0,D0,falling,6.3,178.0
8169845,08169845,,-97.5875056,29.4876,4.418113910685557,30.0,D0,falling,6.3,184.0
8165300,08165300,,-99.3869916,30.06409747,11.645623252110878,0.0,D4,falling,45.2,5.18
8165300,08165300,,-99.3869916,30.06409747,11.645623252110878,0.0,D4,falling,45.2,4.45
8165300,08165300,,-99.3869916,30.06409747,11.645623252110878,0.0,D4,falling,45.2,4.81
8178000,08178000,,-98.495017,29.40967796,3.9558891615140324,43.3,None,falling,74.8,26.3
8178000,08178000,,-98.495017,29.40967796,3.9558891615140324,43.3,None,falling,74.8,25.3
8178000,08178000,,-98.495017,29.40967796,3.9558891615140324,43.3,None,falling,74.8,25.8
8178500,08178500,,-98.5108508,29.4063447,1.0962411447761515,26.7,D0,falling,37.3,4.77
8178500,08178500,,-98.5108508,29.4063447,1.0962411447761515,26.7,D0,falling,37.3,0.0
8178500,08178500,,-98.5108508,29.4063447,1.0962411447761515,26.7,D0,falling,37.3,1.11
8177818,08177818,,-98.4686111,29.4661111,3.786592984425327,46.7,None,falling,81.4,0.0
8178593,08178593,,-98.5196667,29.5638611,1.1653672431918045,40.0,None,falling,48.9,0.0
8178593,08178593,,-98.5196667,29.5638611,1.1653672431918045,40.0,None,falling,48.9,0.0
8178593,08178593,,-98.5196667,29.5638611,1.1653672431918045,40.0,None,falling,48.9,0.0
8175800,08175800,,-97.3297129,29.09053147,286.10385093238267,40.0,None,falling,59.3,455.0
8175800,08175800,,-97.3297129,29.09053147,286.10385093238267,40.0,None,falling,59.3,335.0
8175800,08175800,,-97.3297129,29.09053147,286.10385093238267,40.0,None,falling,59.3,425.0
8174600,08174600,,-97.3166565,29.47412787,5.092695539427348,33.3,None,steady,41.0,0.32
8174600,08174600,,-97.3166565,29.47412787,5.092695539427348,33.3,None,steady,41.0,0.26
8174600,08174600,,-97.3166565,29.47412787,5.092695539427348,33.3,None,steady,41.0,0.3
8177520,08177520,,-96.9652778,28.66194444,504.4345808777593,43.3,None,falling,71.8,321.0
8165500,08165500,,-99.3217122,30.06993074,16.795372328794457,0.0,D4,falling,39.5,10.2
8165500,08165500,,-99.3217122,30.06993074,16.795372328794457,0.0,D4,falling,39.5,9.45
8165500,08165500,,-99.3217122,30.06993074,16.795372328794457,0.0,D4,falling,39.5,9.93
8166000,08166000,,-99.2831006,30.10020707,10.116356119949266,0.0,D4,falling,47.9,7.54
8166000,08166000,,-99.2831006,30.10020707,10.116356119949266,0.0,D4,falling,47.9,6.57
8166000,08166000,,-99.2831006,30.10020707,10.116356119949266,0.0,D4,falling,47.9,7.02
8166200,08166200,,-99.163375,30.053266,17.28205922426682,0.0,D4,falling,27.5,8.77
8166200,08166200,,-99.163375,30.053266,17.28205922426682,0.0,D4,falling,27.5,7.52
8166200,08166200,,-99.163375,30.053266,17.28205922426682,0.0,D4,falling,27.5,8.39
8172400,08172400,,-97.6791667,29.92299833,1.6206964612979644,46.7,None,steady,59.1,8.0
8189500,08189500,,-97.2791593,28.29195088,59.87429846623601,76.7,W0,rising,300.0,107.0
8189500,08189500,,-97.2791593,28.29195088,59.87429846623601,76.7,W0,rising,300.0,9.99
8189500,08189500,,-97.2791593,28.29195088,59.87429846623601,76.7,W0,rising,300.0,82.0
8188570,08188570,,-97.0426944,28.53125,193.96290242211256,46.7,None,steady,85.2,502.0
8188570,08188570,,-97.0426944,28.53125,193.96290242211256,46.7,None,steady,85.2,374.0
8188570,08188570,,-97.0426944,28.53125,193.96290242211256,46.7,None,steady,85.2,471.0
8180586,08180586,,-98.7951528,29.61972778,0.29678870694734816,20.0,D1,steady,13.7,0.03
8180586,08180586,,-98.7951528,29.61972778,0.29678870694734816,20.0,D1,steady,13.7,0.0
8180586,08180586,,-98.7951528,29.61972778,0.29678870694734816,20.0,D1,steady,13.7,0.01
8181500,08181500,,-98.4908493,29.2641276,0.7921268667559198,40.0,None,falling,15.5,46.4
8181500,08181500,,-98.4908493,29.2641276,0.7921268667559198,40.0,None,falling,15.5,27.2
8181500,08181500,,-98.4908493,29.2641276,0.7921268667559198,40.0,None,falling,15.5,36.5
8189300,08189300,,-97.656663,28.48305164,0.2293525383984218,56.7,None,rising,189.2,0.0
